;inn;year;capital;Cancel_date;ROA;Z_A
15563;2304056753;2014;;;0.0307;0.4476744186046512
67546;2304056753;2015;;;-0.0215;0.1310035587188612
76210;2304056753;2016;;;-0.0027;0.23046212895905416
84874;2304056753;2017;;;-0.0034;0.3337347316220556
93538;2304056753;2018;30000.0;;-0.0292;0.1340846430596183
2827;2304057179;2013;;2017-09-04;-1.9107;9.555555555555555
63475;2304057179;2015;50000.0;2017-09-04;-0.0431;0.10979280100779566
72139;2304057179;2016;50000.0;2017-09-04;-0.0108;0.007260859099026474
69159;2304059867;2015;10000.0;;0.0052;0.11874345273782622
77823;2304059867;2016;10000.0;;-0.0702;0.42687143905410957
86487;2304059867;2017;10000.0;;0.0001;0.23009373090356794
95151;2304059867;2018;10000.0;;0.0253;0.24413626106514402
103815;2304059867;2019;10000.0;;0.002;0.2088900748700956
71409;2304062972;2016;55500000.0;;-0.0557;0.11319095718173804
80073;2304062972;2017;55500000.0;;-0.0475;0.0567441607503692
88737;2304062972;2018;55500000.0;;-0.0235;0.5414695679596342
97401;2304062972;2019;55500000.0;;-0.059;0.6243071892818693
12884;2304063743;2014;10000.0;;-0.0933;0.8439885496183206
64869;2304063743;2015;10000.0;;-0.0438;0.8412698412698413
73533;2304063743;2016;10000.0;;-0.3788;0.5529137529137529
82197;2304063743;2017;10000.0;;-0.0085;0.04834829054688064
90861;2304063743;2018;10000.0;;0.1185;0.38699456003589255
99525;2304063743;2019;10000.0;;-0.0102;0.42581092928112213
11739;2304065268;2014;;;0.7451;0.5490196078431373
63723;2304065268;2015;10000.0;;1.199;0.7590027700831025
72387;2304065268;2016;10000.0;;0.0018;0.09659205358042099
81051;2304065268;2017;10000.0;;-0.0048;0.3152673410684351
89715;2304065268;2018;10000.0;;0.0965;0.9689384322437321
98379;2304065268;2019;10000.0;;-0.0457;0.9866179037486493
65342;2304068220;2015;54979000.0;;0.0063;0.009395453585755506
74006;2304068220;2016;54979000.0;;-0.0001;0.02676227356261486
82670;2304068220;2017;54979000.0;;-0.0006;0.08080919111666088
91334;2304068220;2018;130198000.0;;0.004;0.9427470775770457
99998;2304068220;2019;10000.0;;0.0008;0.8960612691466083
14538;2304075700;2014;;;-0.0383;0.40727991200554037
66521;2304075700;2015;200000000.0;;0.0001;0.3457247232946597
75185;2304075700;2016;120000000.0;;-0.0054;0.06087554279024815
92513;2304075700;2018;6000000.0;;-0.0025;0.1474507531865585
101177;2304075700;2019;6000000.0;;-0.1068;0.24159898072941552
24900;2305017740;2008;9000.0;;0.003;0.12909072005642866
33564;2305017740;2009;10000.0;;0.0007;0.449800272695099
42228;2305017740;2010;10000.0;;0.0074;0.4847264643051638
50892;2305017740;2011;10000.0;;0.0126;0.5283194142129853
59556;2305017740;2012;10000.0;;0.0071;0.4611414528849117
7572;2305017740;2013;10000.0;;0.0131;0.29417354392466977
16236;2305017740;2014;20000.0;;0.0181;0.1392273529800655
68220;2305017740;2015;49706000.0;;0.0099;0.1067632309040706
76884;2305017740;2016;49706000.0;;0.0078;0.029958044418503006
85548;2305017740;2017;116076000.0;;0.0024;0.01645715417237339
94212;2305017740;2018;116076000.0;;0.0044;0.06286370603543247
102876;2305017740;2019;116076000.0;;0.0033;0.16121851563453468
51928;2305026303;2011;10000.0;;-0.0936;0.00400600901352028
60592;2305026303;2012;20000.0;;-0.0093;0.1503374447288806
8608;2305026303;2013;20000.0;;-0.0854;0.017516018923288818
17272;2305026303;2014;20000.0;;-0.0504;0.020333999570524786
69256;2305026303;2015;20000.0;;-0.0029;0.10427342453704012
77920;2305026303;2016;20000.0;;-0.0359;0.06224246698050277
86584;2305026303;2017;20000.0;;-0.0354;0.15782957801280464
95248;2305026303;2018;20000.0;;-0.0147;0.3596745788494361
3149;2305028276;2013;20000.0;;0.0049;0.08135631791545771
11813;2305028276;2014;;;-0.155;0.4306893583941809
63797;2305028276;2015;20000.0;;-0.1247;0.1666334989307928
72461;2305028276;2016;20000.0;;-0.0108;0.16562231304696057
81125;2305028276;2017;20000.0;;-0.0783;0.017008746193469138
89789;2305028276;2018;20000.0;;-0.0053;0.02657057210281268
31389;2306000450;2009;765000.0;;0.0281;0.10561834134938122
40053;2306000450;2010;765000.0;;0.0148;0.09420118416874716
48717;2306000450;2011;765000.0;;0.0637;0.062354219442918975
57381;2306000450;2012;765000.0;;0.0333;0.08586997369409996
5397;2306000450;2013;765000.0;;0.0268;0.07553037583027973
14061;2306000450;2014;765000.0;;0.0778;0.22145584167255045
66044;2306000450;2015;765000.0;;0.0788;0.16410157542244588
74708;2306000450;2016;765000.0;;0.0115;0.25098738320488306
83372;2306000450;2017;10714000.0;;0.0971;0.15536435698888768
92036;2306000450;2018;10714000.0;;0.1117;0.09805589859448118
100700;2306000450;2019;10714000.0;;0.0091;0.09435840414029077
29147;2308010647;2009;24071000.0;;0.0653;0.049702144387757476
37811;2308010647;2010;24071000.0;;0.1089;0.003768953197367813
46475;2308010647;2011;24071000.0;;0.0708;0.02766902523272435
55139;2308010647;2012;24071000.0;;0.0945;0.037321588646867764
3155;2308010647;2013;24071000.0;;0.0077;0.01178120467226071
11819;2308010647;2014;24071000.0;;0.186;0.00906870084867403
63803;2308010647;2015;24071000.0;;0.0286;0.03398455420380306
72467;2308010647;2016;24071000.0;;-0.012;0.020399850073215542
81131;2308010647;2017;24071000.0;;0.1185;0.02797249871729092
89795;2308010647;2018;24071000.0;;-0.014;0.0346936481387087
98459;2308010647;2019;47911000.0;;-0.0137;0.043403228652256744
67441;2308030883;2015;10000.0;;-0.0875;0.16777311593818048
76105;2308030883;2016;10000.0;;-0.1626;0.04714826183167963
84769;2308030883;2017;10000.0;;-0.2732;2.7109398763053836
93433;2308030883;2018;10000.0;;0.0278;2.759664213908177
102097;2308030883;2019;10000.0;;-0.0234;452.22033898305085
27528;2308034775;2009;15000000.0;;0.0099;0.11319146101468816
36192;2308034775;2010;15000000.0;;0.0009;0.22662904060248582
44856;2308034775;2011;15000000.0;;0.0001;0.1162039282542638
53520;2308034775;2012;15000000.0;;0.004;0.08465074636920661
1536;2308034775;2013;15000000.0;;0.0059;0.11474302014589298
10200;2308034775;2014;15000000.0;;0.0008;0.12199557280632345
62185;2308034775;2015;15000000.0;;0.0542;0.03671141059012411
70849;2308034775;2016;15000000.0;;0.0448;0.06785731289308215
79513;2308034775;2017;400000000.0;;0.0406;0.03439150761481657
88177;2308034775;2018;400000000.0;;0.0032;0.0021068470098135534
20140;2308061948;2008;10000.0;;-0.0322;0.8661409842295269
60987;2308076662;2015;12000.0;;-0.0139;0.4630404292944692
69651;2308076662;2016;10012000.0;;0.0041;0.07933575020465443
78315;2308076662;2017;10012000.0;;0.0045;0.598425542660767
86979;2308076662;2018;81636000.0;;0.0005;0.37565272531774696
95643;2308076662;2019;23665000.0;;0.0022;0.22830675546452434
21214;2308082384;2008;10000.0;;-0.0001;0.14930017703031645
29878;2308082384;2009;10000.0;;0.0001;0.0717144591135173
38542;2308082384;2010;10000.0;;-0.0012;0.09260231212605287
55870;2308082384;2012;10000.0;;-0.0036;0.06624468388443289
3886;2308082384;2013;10000.0;;0.0073;0.23789410413954995
12550;2308082384;2014;10000.0;;-0.0042;0.03726489293643924
64534;2308082384;2015;10000.0;;0.0004;0.04527118308804034
18506;2308092907;2008;10000.0;;-0.1486;0.14931880108991827
53162;2308092907;2012;10000.0;;0.0002;0.6124590903961178
1178;2308092907;2013;10000.0;;-0.0022;0.46082726599338764
9842;2308092907;2014;10000.0;;-0.0009;0.41699557083676564
61827;2308092907;2015;10000.0;;-0.0005;0.04099656387821251
70491;2308092907;2016;10000.0;;-0.0535;0.15388007770245718
79155;2308092907;2017;10000.0;;-0.0074;0.09642192693687922
87819;2308092907;2018;10000.0;;-0.0145;0.11701537435209206
96483;2308092907;2019;10000.0;;-0.0059;0.08755002630206236
20382;2308103250;2008;10000.0;;-0.0695;0.08931993079627688
29046;2308103250;2009;10000.0;;-0.0325;0.09556814292367341
37710;2308103250;2010;10000.0;;-0.0029;0.018118624547548534
46374;2308103250;2011;10000.0;;0.1228;0.06897805935636127
81030;2308103250;2017;10000.0;;-0.0052;0.19132545469628998
98358;2308103250;2019;10000.0;;-0.0022;1.0146842012148376
4347;2308103605;2013;10000.0;;-0.0002;0.1153077170565795
13011;2308103605;2014;10000.0;;0.0377;0.1035070065339924
64996;2308103605;2015;10000.0;;-0.0005;0.018157531214194646
73660;2308103605;2016;10000.0;;-0.0005;0.04542592460410527
82324;2308103605;2017;10000.0;;-0.0007;0.019965577025180606
90988;2308103605;2018;10000.0;;-0.0049;0.032201871136032206
30839;2308111797;2009;10000.0;;0.0191;0.26983606864332993
4847;2308111797;2013;10000.0;;0.0274;0.48564927547802483
13511;2308111797;2014;10000.0;;-0.0029;0.7155262148687886
65495;2308111797;2015;10000.0;;0.0098;0.8645237662303927
74159;2308111797;2016;10000.0;;0.0046;0.3176922141283635
82823;2308111797;2017;151223000.0;;0.0034;0.20429098442847254
91487;2308111797;2018;151223000.0;;0.0037;0.13413838865891492
100151;2308111797;2019;151223000.0;;0.0239;0.27951073809974547
8212;2308124066;2013;15000.0;;0.0003;0.25822505883690566
16876;2308124066;2014;15000.0;;0.0056;0.28973599960281043
68860;2308124066;2015;15000.0;;0.0074;0.31977210336059025
77524;2308124066;2016;15000.0;;0.0082;0.1821416604594894
86188;2308124066;2017;15000.0;;0.0001;0.17083495178756083
94852;2308124066;2018;15000.0;;0.0001;0.1344582523271913
23797;2308129956;2008;10000.0;;-0.129;0.29054725806883774
32461;2308129956;2009;10000.0;;-0.0958;0.15347802434940475
41125;2308129956;2010;10000.0;;-0.0006;0.3736900118704426
49789;2308129956;2011;10000.0;;-0.1492;0.16596295563219743
58453;2308129956;2012;10000.0;;0.0504;0.002981484227272909
6469;2308129956;2013;10000.0;;-0.0961;0.06093859845120084
15133;2308129956;2014;10000.0;;0.0424;0.011263108207701975
67116;2308129956;2015;10000.0;;0.027;0.048685362590563004
75780;2308129956;2016;508861000.0;;0.0027;0.03072353983298951
84444;2308129956;2017;508861000.0;;-0.2024;0.10373958693231985
93108;2308129956;2018;508861000.0;;-0.2392;0.2475172661298939
101772;2308129956;2019;508861000.0;;0.0886;0.28654887979794097
8541;2308135004;2013;;;0.0068;0.11346803767886676
17205;2308135004;2014;30000.0;;-0.0155;0.06285048201121543
69189;2308135004;2015;30000.0;;0.0106;0.11071627408257669
77853;2308135004;2016;30000.0;;0.0176;0.35277068765818714
86517;2308135004;2017;30000.0;;0.0883;0.34169335045430166
95181;2308135004;2018;30000.0;;0.0557;0.5451067147804958
103845;2308135004;2019;;;-0.0202;0.5525906115280217
76414;2308138319;2016;21000.0;;-0.0114;0.263226052180537
85078;2308138319;2017;21000.0;;-0.0004;0.0029706771315750986
93742;2308138319;2018;21000.0;;-0.0023;0.4193539611319574
30832;2308140396;2009;;;0.0147;0.18788516458740417
56824;2308140396;2012;;;0.1103;0.14374097752113837
4840;2308140396;2013;;;-0.0159;0.23339901477832511
74152;2308140396;2016;15000.0;;-0.0203;0.49322513777238486
57661;2308146775;2012;100000000.0;;0.0002;0.2274791613322211
5677;2308146775;2013;100000000.0;;0.0719;0.23115439714275732
14341;2308146775;2014;100000000.0;;0.0614;0.34333763947947465
66324;2308146775;2015;100010000.0;;0.0381;0.19275881441584333
74988;2308146775;2016;100010000.0;;0.1474;0.3560123981192279
83652;2308146775;2017;150000000.0;;0.1297;0.33600716584790347
92316;2308146775;2018;150000000.0;;0.1197;0.683272787853783
100980;2308146775;2019;150000000.0;;0.0338;0.45810016074399496
3045;2308150193;2013;;;-0.0049;0.9770100728482777
11709;2308150193;2014;;;-0.051;0.990654465397616
63693;2308150193;2015;10000.0;;-0.0444;0.690260065143919
72357;2308150193;2016;10000.0;;-0.0813;0.3338533525123614
81021;2308150193;2017;17500000.0;;-0.0041;0.33741376789120414
89685;2308150193;2018;17500000.0;;-0.0144;0.22548848971066962
98349;2308150193;2019;17500000.0;;-0.0334;0.19389302680838583
60258;2308163570;2012;300000.0;;0.0513;0.05164346357120192
8274;2308163570;2013;300000.0;;-0.0454;0.038523831601464886
16938;2308163570;2014;300000.0;;0.1618;0.000870186587736862
68922;2308163570;2015;300000.0;;0.0322;0.22818812656567575
77586;2308163570;2016;300000.0;;-0.0026;0.30547979294363486
86250;2308163570;2017;300000.0;;0.046;0.016330575549997232
94914;2308163570;2018;300000.0;;-0.0316;0.8696346814193056
103578;2308163570;2019;300000.0;;-0.0635;0.9152692545117833
1785;2308170217;2013;;;1.2468;0.8509592599743729
10449;2308170217;2014;;;0.0109;0.12882399938145925
62434;2308170217;2015;10000.0;;-0.037;0.26047189884502947
71098;2308170217;2016;10000.0;;-0.1176;0.3739946180296008
79762;2308170217;2017;10000.0;;-0.0111;0.380238097257443
88426;2308170217;2018;10000.0;;-0.0001;0.3776721324456863
166;2308171443;2013;10000.0;2016-03-03;-0.0003;0.030326086276168028
8830;2308171443;2014;10000.0;2016-03-03;0.0339;0.2309588511852658
37810;2308172207;2010;100000.0;;-0.0003;0.07314879175696119
46474;2308172207;2011;100000.0;;-0.0122;0.006568996383033137
55138;2308172207;2012;100000.0;;-0.0199;0.10823029516344655
3154;2308172207;2013;100000.0;;-0.0326;0.06359470582294109
11818;2308172207;2014;100000.0;;-0.0893;0.054605429978990074
63802;2308172207;2015;100000.0;;-0.0075;0.19506836298663055
72466;2308172207;2016;100000.0;;-0.0718;0.24461373906398978
81130;2308172207;2017;100000.0;;-0.065;0.011155799164768413
89794;2308172207;2018;100000.0;;-0.1051;0.01432585886099016
15743;2308187073;2014;18000.0;;0.0058;0.1844072136132913
67726;2308187073;2015;18000.0;;0.0064;0.36906903336414437
76390;2308187073;2016;18000.0;;-0.0066;0.2814486606414565
85054;2308187073;2017;18000.0;;-0.0114;0.035055224721722684
93718;2308187073;2018;18000.0;;0.0013;0.023324518609519167
102382;2308187073;2019;18000.0;;-0.0026;0.023794274040916875
54671;2308188648;2012;10000.0;;-0.1065;0.4996833188187792
2687;2308188648;2013;10000.0;;-0.1163;0.21259325600403456
11351;2308188648;2014;10000.0;;-0.1347;0.09587860038989923
63335;2308188648;2015;10000.0;;0.0648;0.1474483202203601
71999;2308188648;2016;10000.0;;-0.0243;0.30672326400456906
55289;2308188849;2012;10000000.0;;0.002;0.08282805642967295
3305;2308188849;2013;10000000.0;;0.0007;0.025184187317911298
11969;2308188849;2014;10000000.0;;-0.0014;0.04196054049519995
63953;2308188849;2015;10000000.0;;0.0644;0.010181343586330221
72617;2308188849;2016;10000000.0;;0.0539;0.05015124321154204
81281;2308188849;2017;10000000.0;;0.0328;0.07070620545079112
89945;2308188849;2018;10000000.0;;0.1233;0.023405425543820794
98609;2308188849;2019;10000000.0;;0.0156;0.020416865970970647
8513;2308194144;2013;11000.0;;-0.0786;0.21910557216130805
17177;2308194144;2014;11000.0;;-0.0103;0.035520185956899965
69161;2308194144;2015;11000.0;;0.0027;0.6201066461785707
77825;2308194144;2016;11000.0;;0.0042;0.3726231163506932
15318;2308195067;2014;15000.0;;-0.0038;0.005399282975220891
67301;2308195067;2015;15000.0;;0.0014;0.8047508254572097
75965;2308195067;2016;15000.0;;0.008;0.625224292239434
84629;2308195067;2017;833427000.0;;0.003;0.48406630007631357
93293;2308195067;2018;1552823000.0;;0.0066;0.5314061056591406
101957;2308195067;2019;1552823000.0;;0.0007;0.5004256978984923
5403;2308197890;2013;10000.0;;0.0008;0.13056717917746205
14067;2308197890;2014;10000.0;;0.0002;0.01841897860029699
66050;2308197890;2015;10000.0;;-0.0341;0.6848214285714286
74714;2308197890;2016;10000.0;;-0.0755;0.005714001788730994
83378;2308197890;2017;10000.0;;-0.0934;0.33899903412565513
92042;2308197890;2018;10000.0;;0.0065;0.2565096765877522
100706;2308197890;2019;10000.0;;0.0714;0.15419304579204426
2038;2308199953;2013;10000.0;;0.001;0.13973086140152213
10702;2308199953;2014;10000.0;;0.0;0.6789656464216128
62687;2308199953;2015;10000.0;;0.0007;0.1648773751432375
80015;2308199953;2017;10000.0;;-0.0002;0.08509724319753065
97343;2308199953;2019;10000.0;;-0.0012;0.0754825194214388
7266;2308200045;2013;10000.0;;0.0019;0.5623548625819788
15930;2308200045;2014;10000.0;;0.7719;0.08899531696780305
67913;2308200045;2015;10000.0;;-0.0199;0.03490456416584847
76577;2308200045;2016;10000.0;;0.0056;0.040042028533434026
85241;2308200045;2017;10000.0;;0.0384;0.21560330000591307
93905;2308200045;2018;10000.0;;-0.0089;0.6812455748961354
102569;2308200045;2019;10000.0;;-0.1076;0.6762495586826045
5847;2308200623;2013;;;0.0006;0.009280742459396751
14511;2308200623;2014;200000.0;;0.0008;0.2692277940287475
66494;2308200623;2015;300000.0;;0.0144;0.7426346779776941
75158;2308200623;2016;300000.0;;-0.0411;0.3187974149739103
83822;2308200623;2017;300000.0;;-0.0021;0.15272326959991436
92486;2308200623;2018;300000.0;;0.0027;0.10252853809092342
101150;2308200623;2019;300000.0;;-0.0693;0.08790476979039621
15974;2308203470;2014;10000.0;;-0.0016;0.22944141081118208
67957;2308203470;2015;10000.0;;0.0004;0.4873053693820899
76621;2308203470;2016;40000.0;;-0.0022;0.17661725441505283
85285;2308203470;2017;40000.0;;0.0002;0.006514513627298915
10857;2308207481;2014;10000.0;;0.0124;0.24027608719707869
62842;2308207481;2015;1000000.0;;0.0031;0.0061660114669340035
71506;2308207481;2016;1000000.0;;0.0021;0.007305798108589902
80170;2308207481;2017;1000000.0;;0.0216;0.013918794947187459
88834;2308207481;2018;1000000.0;;0.0265;0.046353775881417814
97498;2308207481;2019;1000000.0;;0.1925;0.0012494246070888406
11736;2308208164;2014;;;-0.0034;0.8124759956769889
63720;2308208164;2015;;;-0.0019;0.7871946803033344
72384;2308208164;2016;30000.0;;0.0058;0.034733517000254475
81048;2308208164;2017;30000.0;;0.0193;0.2532164677059795
89712;2308208164;2018;30000.0;;0.0005;0.2242069220661029
63999;2308208990;2015;10000.0;;0.0002;0.23721943381092514
81327;2308208990;2017;10000.0;;0.0681;0.7040018205417797
89991;2308208990;2018;10000.0;;-0.0532;0.8164293787654117
98655;2308208990;2019;10000.0;;-0.0129;0.8192679787410729
12949;2308209337;2014;;;-0.0044;0.8631742088659771
64934;2308209337;2015;;;-0.0021;0.22715252665739452
73598;2308209337;2016;10000.0;;-0.0008;0.21481155551282857
82262;2308209337;2017;10000.0;;-0.0009;0.22448417525418282
90926;2308209337;2018;174810000.0;;-0.0026;0.06816111939062759
99590;2308209337;2019;174810000.0;;-0.0008;0.005688190150079628
64178;2308210460;2015;10000.0;;-0.001;0.286450253054422
72842;2308210460;2016;10000.0;;-0.0004;0.3719941729648647
81506;2308210460;2017;10000.0;;-0.0001;0.37326638479670526
90170;2308210460;2018;10000.0;;-0.0001;0.3966706361354726
69226;2308213213;2015;;;-0.0118;0.3931456548347613
77890;2308213213;2016;;;0.0001;0.18725155279503106
86554;2308213213;2017;10000.0;;0.0001;0.22920413434536055
95218;2308213213;2018;;;-0.0001;0.021229149942021228
103882;2308213213;2019;;;-0.0299;0.5561490525244818
72612;2308214680;2016;20000.0;;-0.307;0.0012371961345980227
67637;2308214954;2015;;;-0.2056;0.11294765840220386
76301;2308214954;2016;20000.0;;0.0113;0.16556986170720076
84965;2308214954;2017;20000.0;;0.0289;0.08711765131245933
93629;2308214954;2018;20000.0;;0.0002;0.1929625296730007
102293;2308214954;2019;20000.0;;-0.0004;0.0840184782907581
17101;2308215475;2014;10000.0;;-0.6826;0.22786069651741295
69085;2308215475;2015;10000.0;;-0.0118;0.021880959550336244
77749;2308215475;2016;20000.0;;0.0064;0.06689548127582362
64137;2308223130;2015;10000.0;;-0.0299;0.0011273139602341648
72801;2308223130;2016;10000.0;;-0.1513;0.15106432550356894
81465;2308223130;2017;10000.0;;-0.0927;0.1938841636289996
90129;2308223130;2018;10000.0;;-0.0593;0.08255841046623552
98793;2308223130;2019;10000.0;;0.0895;0.035801034687904375
62010;2308223349;2015;10000.0;;1.377;0.7975460122699386
70674;2308223349;2016;10000.0;;-0.0489;0.22312621162694737
79338;2308223349;2017;10000.0;;0.0165;0.45694569949889097
88002;2308223349;2018;10000.0;;0.0608;0.19190135871868028
96666;2308223349;2019;;;0.163;0.025711201911957443
95373;2308229950;2019;20000.0;;0.0041;0.05661239578878298
69390;2308230515;2016;10000.0;;-0.0458;0.41255949233209943
78054;2308230515;2017;22113000.0;;-0.0141;0.11973573573573573
86718;2308230515;2018;40063000.0;;-0.1256;0.05298144226455506
95382;2308230515;2019;40063000.0;;-0.0878;0.05706648355690708
86504;2308235633;2017;86813000.0;;-0.0057;0.15247285655419585
95168;2308235633;2018;86813000.0;;0.0057;0.32259312237272303
103832;2308235633;2019;86813000.0;;0.0257;0.08000032002048131
81326;2308242045;2017;40000000.0;;0.0032;0.028104811553715296
89990;2308242045;2018;40000000.0;;0.003;0.11027871132574424
98654;2308242045;2019;40000000.0;;0.0003;0.2715367503171153
84251;2308244620;2017;40000.0;;-0.0005;0.9857594618003102
92915;2308244620;2018;10040000.0;;-0.0129;0.5507954529123493
87116;2308254308;2018;40010000.0;;0.0001;0.6832060452134582
95780;2308254308;2019;40010000.0;;0.0021;0.15962467764220714
20377;2309001518;2008;1000.0;;0.1034;0.653277361648421
29041;2309001518;2009;1000.0;;0.0462;0.2001243836346675
37705;2309001518;2010;1000.0;;0.1168;0.6636491368928141
55033;2309001518;2012;1000.0;;0.0746;0.7424409989518956
3049;2309001518;2013;1000.0;;0.0638;0.6263112357139025
11713;2309001518;2014;1000.0;;0.0186;0.136399285054502
63697;2309001518;2015;1000.0;;0.0169;0.03489596014458824
72361;2309001518;2016;1000.0;;0.0491;0.02214452123365342
81025;2309001518;2017;97534000.0;;0.0402;0.5311830382316455
89689;2309001518;2018;97534000.0;;0.0474;0.30120080461245924
98353;2309001518;2019;97534000.0;;0.0075;0.2414106312598164
29043;2309033679;2009;14000.0;;0.0073;0.03686979700227763
37707;2309033679;2010;14000.0;;0.0118;0.030519815282895633
46371;2309033679;2011;14000.0;;0.011;0.5772302758598121
55035;2309033679;2012;14000.0;;0.0098;0.6432533269086235
3051;2309033679;2013;14000.0;;0.0117;0.3511561361074553
11715;2309033679;2014;14000.0;;-0.0078;0.16175641527992132
63699;2309033679;2015;14000.0;;-0.0197;0.3271702088179654
81027;2309033679;2017;14000.0;;-0.325;2.443564411423494
89691;2309033679;2018;14000.0;;-0.3936;2.86304595232646
98355;2309033679;2019;14000.0;;-0.013;2.5664893073647406
84630;2309064660;2017;1000000.0;;0.0001;0.11749104178924148
17756;2309092145;2008;505000000.0;;0.0006;0.3341266157392474
26420;2309092145;2009;505000000.0;;0.0101;0.0012375980001627423
35084;2309092145;2010;505000000.0;;-0.0018;0.016645809596742563
43748;2309092145;2011;613920000.0;;-0.0407;0.004524490546097824
52412;2309092145;2012;613920000.0;;-0.0267;0.0459619067353357
428;2309092145;2013;613920000.0;;-0.0159;0.039567120547970416
9092;2309092145;2014;613920000.0;;-0.0152;0.03992785916544551
61076;2309092145;2015;613920000.0;;-0.0133;0.18307795827107903
69740;2309092145;2016;613920000.0;;0.0335;0.10559695820614685
78404;2309092145;2017;613920000.0;;-0.0418;0.13119639120932416
87068;2309092145;2018;613920000.0;;-0.107;0.1308900339659357
95732;2309092145;2019;613920000.0;;-0.041;0.15796422464488877
20748;2309098926;2008;10000.0;;-0.0002;0.0003271597084643487
29412;2309098926;2009;10000.0;;-0.0003;0.17786005647944775
46740;2309098926;2011;10000.0;;0.0;0.08341098634859992
55404;2309098926;2012;10000.0;;-0.0088;0.11497646845868405
3420;2309098926;2013;10000.0;;-0.0063;0.08001900741510205
12084;2309098926;2014;10000.0;;-0.0043;0.0416140827751351
64068;2309098926;2015;10000.0;;-0.0008;0.12086015727527306
72732;2309098926;2016;10000.0;;-0.0012;0.10448121114450568
81396;2309098926;2017;10000.0;;-0.0048;0.07484300780935513
90060;2309098926;2018;10000.0;;-0.0015;0.01321906940703295
98724;2309098926;2019;10000.0;;0.0004;0.022876703685007573
51117;2309112000;2011;10000.0;;0.0135;0.14163352340792562
59781;2309112000;2012;10000.0;;0.0135;0.3255001205109665
7797;2309112000;2013;10000.0;;0.0782;0.4198555859047516
16461;2309112000;2014;10000.0;;0.0521;0.422153677549361
68445;2309112000;2015;10000.0;;0.0261;0.564227249003908
77109;2309112000;2016;10000.0;;0.0286;0.5223932681924728
85773;2309112000;2017;10000.0;;-0.0065;0.6734931139331067
94437;2309112000;2018;10000.0;;-0.0213;0.5655223771434651
3710;2309112641;2013;10000.0;;-1.2494;0.0668112798264642
12374;2309112641;2014;10000.0;;0.1159;0.3769799279802479
64359;2309112641;2015;;;0.0538;0.006622678696030065
81687;2309112641;2017;10000.0;;-0.1918;0.0745393095678764
55425;2309116999;2012;10000.0;;-0.0049;0.41274056624738875
3441;2309116999;2013;10000.0;;-0.0066;0.11561864684519374
12105;2309116999;2014;10000.0;;0.0206;0.008403974768377974
64089;2309116999;2015;10000.0;;-0.0069;0.02321878398678454
72753;2309116999;2016;10000.0;;-0.0003;0.03562930580773688
81417;2309116999;2017;10000.0;;0.0005;0.09188604406521557
90081;2309116999;2018;10000.0;;0.0001;0.1873799812530084
98745;2309116999;2019;10000.0;;0.0004;0.10755647914768682
9241;2309122914;2014;13000.0;;0.0;0.05289635466274136
61225;2309122914;2015;13000.0;;-0.0012;0.15668588853330112
69889;2309122914;2016;13000.0;;-0.0012;0.10669038564457212
78553;2309122914;2017;;;-0.0247;0.09540110981374811
87217;2309122914;2018;13000.0;;-0.0159;0.32932273492293035
95881;2309122914;2019;13000.0;;-0.1501;0.9748194341683402
72703;2309127670;2016;36000.0;;-0.0223;0.4482534460113828
3050;2309136314;2013;10000.0;;-0.1411;0.36929460580912865
11714;2309136314;2014;10000.0;;0.0002;0.19997977320708443
63698;2309136314;2015;10000.0;;0.0001;0.3047802442287629
72362;2309136314;2016;10000.0;;0.0003;0.16780406477818713
89690;2309136314;2018;10000.0;;0.0001;0.6833186073015507
98354;2309136314;2019;10000.0;;0.0003;0.6353128585097267
14277;2309136787;2014;194843000.0;;0.054;0.22969681663891517
66260;2309136787;2015;194843000.0;;-0.0568;0.15375469883731097
74924;2309136787;2016;194843000.0;;-0.0434;0.11940731471474887
83588;2309136787;2017;194843000.0;;0.0213;0.03417922543953753
92252;2309136787;2018;194843000.0;;-0.0209;0.034790444215633314
100916;2309136787;2019;194843000.0;;-0.004;0.002448874483421194
8586;2309137163;2013;10000.0;;0.0008;0.09032043949215496
17250;2309137163;2014;10000.0;;0.0107;0.10475796273876616
69234;2309137163;2015;10000.0;;0.0037;0.1217289766549133
77898;2309137163;2016;10000.0;;0.0008;0.1556571743186615
86562;2309137163;2017;826243000.0;;-0.0032;0.10968072439771938
95226;2309137163;2018;1655986000.0;;0.0041;0.05526105204668744
103890;2309137163;2019;1655986000.0;;0.0012;0.23158064920756974
66127;2309139763;2015;10000.0;;-0.0004;0.1666719842768901
74791;2309139763;2016;10000.0;;0.0011;0.15286928562461782
83455;2309139763;2017;10000.0;;0.0005;0.15461823492819085
92119;2309139763;2018;10000.0;;0.0028;0.059133152552062376
100783;2309139763;2019;10000.0;;0.01;0.2353844818189272
17173;2309140769;2014;;;0.0002;0.8798413097437574
69157;2309140769;2015;;;0.0026;0.29400435295749217
86485;2309140769;2017;10000.0;;0.0058;0.006781616507820379
95149;2309140769;2018;10000.0;;0.0099;0.39467165337764576
103813;2309140769;2019;10000.0;;0.0177;0.848400460054099
13468;2309141314;2014;10000.0;;-0.0286;0.066746126340882
65453;2309141314;2015;;;-0.9555;0.34610123119015046
74117;2309141314;2016;42665000.0;;-0.1016;0.2776393570765548
82781;2309141314;2017;42665000.0;;-0.0396;0.18322177256947775
